LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
88,2019-02-27,18:48:55.466,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1348 [954f3d28-554b-4496-b00e-93c2d635c278] Global ownership fence electrified,8c79f90f,<*> <*> <*> <*> <*> <*>
89,2019-02-27,18:48:55.466,INFO,[control.hive.hivecontroller],hivecontrollerprimaryrole.cpp:1279 [954f3d28-554b-4496-b00e-93c2d635c278] Subordinate 5b2ac51c-3875-41a5-948e-9897c919e611 role changing to UNCERTAIN,8c79f90f,<*> <*> <*> <*> <*> <*>
90,2019-02-27,18:48:55.486,INFO,[control.hive.hivecontroller],hivecontrollerprimaryrole.cpp:1298 [7a539640-3243-4d1f-b7a4-7772944820b4] Subordinate 5b2ac51c-3875-41a5-948e-9897c919e611 role changing to SECONDARY,8c79f90f,<*> <*> <*> <*> <*> <*>
91,2019-02-27,18:48:55.487,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1676 Hive 7a539640-3243-4d1f-b7a4-7772944820b4 with HmsObjId  is HA compliant,8c79f90f,<*> <*> <*> <*> <*> <*>
92,2019-02-27,18:48:55.487,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1811 [7a539640-3243-4d1f-b7a4-7772944820b4] Replica set changed from 1|36:a625d351-ee43-4269-9bd9-28325a20cd78| to 2|36:5b2ac51c-3875-41a5-948e-9897c919e611|36:a625d351-ee43-4269-9bd9-28325a20cd78|,8c79f90f,<*> <*> <*> <*> <*> <*>
93,2019-02-27,18:48:55.488,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1348 [7a539640-3243-4d1f-b7a4-7772944820b4] Global ownership fence disabled,8c79f90f,<*> <*> <*> <*> <*> <*>
94,2019-02-27,18:48:55.490,INFO,[control.hive.hivecontroller],hivecontrollerprimaryrole.cpp:1298 [954f3d28-554b-4496-b00e-93c2d635c278] Subordinate 5b2ac51c-3875-41a5-948e-9897c919e611 role changing to SECONDARY,8c79f90f,<*> <*> <*> <*> <*> <*>
95,2019-02-27,18:48:55.491,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1676 Hive 954f3d28-554b-4496-b00e-93c2d635c278 with HmsObjId  is HA compliant,8c79f90f,<*> <*> <*> <*> <*> <*>
96,2019-02-27,18:48:55.491,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1811 [954f3d28-554b-4496-b00e-93c2d635c278] Replica set changed from 1|36:a625d351-ee43-4269-9bd9-28325a20cd78| to 2|36:5b2ac51c-3875-41a5-948e-9897c919e611|36:a625d351-ee43-4269-9bd9-28325a20cd78|,8c79f90f,<*> <*> <*> <*> <*> <*>
97,2019-02-27,18:48:55.492,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1348 [954f3d28-554b-4496-b00e-93c2d635c278] Global ownership fence disabled,8c79f90f,<*> <*> <*> <*> <*> <*>
98,2019-02-27,18:48:56.056,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1717 Hive 3e36bf6a-a78d-4609-ad46-c275ee57d08d (SS_DS/.vSphere-HA) with HmsObjId : ZONE_NOT_APPLICABLE,8c79f90f,<*> <*> <*> <*> <*> <*>
99,2019-02-27,18:48:56.056,INFO,[control.hive.hivecontroller],hivecontrollerprimaryrole.cpp:500 [3e36bf6a-a78d-4609-ad46-c275ee57d08d] zone compliance set to ZONE_NOT_APPLICABLE,8c79f90f,<*> <*> <*> <*> <*> <*>
100,2019-02-27,18:48:56.145,INFO,[control.hive.hivecontroller],hivecontroller.cpp:1717 Hive fefb1cfc-fb5a-4373-ad74-abd96de82bba (SS_DS/.iorm.sf) with HmsObjId : ZONE_NOT_APPLICABLE,8c79f90f,<*> <*> <*> <*> <*> <*>
101,2019-02-27,18:48:56.145,INFO,[control.hive.hivecontroller],hivecontrollerprimaryrole.cpp:500 [fefb1cfc-fb5a-4373-ad74-abd96de82bba] zone compliance set to ZONE_NOT_APPLICABLE,8c79f90f,<*> <*> <*> <*> <*> <*>
